, format: day,hour,precipitation_form,humidity,precipitation,temperature
103, 5,700.0,0.0,32.0,0.0,4.7
104, 5,800.0,0.0,37.0,0.0,3.8
105, 5,900.0,0.0,42.0,0.0,3.1
106, 5,1000.0,0.0,42.0,0.0,2.7
107, 5,1100.0,0.0,44.0,0.0,1.7
108, 5,1200.0,0.0,44.0,0.0,1.3
109, 5,1300.0,0.0,43.0,0.0,0.7
110, 5,1400.0,0.0,48.0,0.0,0.7
111, 5,1500.0,0.0,46.0,0.0,0.8
112, 5,1600.0,0.0,43.0,0.0,1.2
113, 5,1700.0,0.0,43.0,0.0,1.2
114, 5,1800.0,0.0,41.0,0.0,1.6
115, 5,1900.0,0.0,40.0,0.0,1.9
116, 5,2000.0,0.0,41.0,0.0,2.0
117, 5,2100.0,0.0,43.0,0.0,2.1
118, 5,2200.0,0.0,43.0,0.0,2.2
119, 5,2300.0,0.0,43.0,0.0,2.6
120, 6,0.0,0.0,44.0,0.0,3.1
121, 6,100.0,3.0,48.0,0.0,3.6
122, 6,200.0,0.0,54.0,0.0,4.3
123, 6,300.0,0.0,59.0,0.0,3.9
124, 6,400.0,2.0,69.0,0.1,3.8
125, 6,500.0,2.0,70.0,0.0,3.6
126, 6,600.0,2.0,80.0,0.2,3.2
127, 6,700.0,1.0,84.0,0.2,3.0
128, 6,800.0,1.0,91.0,0.3,2.9
129, 6,900.0,1.0,93.0,0.1,3.2
130, 6,1000.0,1.0,92.0,0.1,3.4
131, 6,1100.0,1.0,94.0,0.3,3.6
132, 6,1200.0,1.0,94.0,0.2,3.9
133, 6,1300.0,1.0,95.0,0.2,4.1
134, 6,1400.0,0.0,95.0,0.1,4.2
135, 6,1500.0,1.0,95.0,0.4,4.3
136, 6,1600.0,1.0,95.0,0.5,4.4
137, 6,1700.0,1.0,95.0,1.8,4.8
138, 6,1800.0,1.0,95.0,2.5,5.2
139, 6,1900.0,1.0,95.0,2.8,5.3
140, 6,2000.0,1.0,95.0,2.2,5.6
141, 6,2100.0,1.0,95.0,2.2,5.6
142, 6,2200.0,1.0,95.0,3.0,5.6
143, 6,2300.0,1.0,94.0,1.0,5.9
144, 7,0.0,0.0,94.0,0.4,6.1
145, 7,100.0,1.0,93.0,0.4,6.3
146, 7,200.0,1.0,94.0,1.7,6.5
147, 7,300.0,1.0,95.0,2.0,6.6
148, 7,400.0,1.0,95.0,1.6,6.7
149, 7,500.0,1.0,96.0,1.3,6.6
150, 7,600.0,1.0,96.0,1.9,6.7
151, 7,700.0,1.0,96.0,3.3,6.8
152, 7,800.0,1.0,96.0,1.5,7.1
153, 7,900.0,1.0,95.0,2.2,7.0
154, 7,1000.0,1.0,95.0,3.3,7.0
155, 7,1100.0,1.0,96.0,4.8,7.2
156, 7,1200.0,1.0,96.0,1.7,7.4
157, 7,1300.0,1.0,96.0,2.0,7.5
158, 7,1400.0,1.0,96.0,3.1,7.9
159, 7,1500.0,1.0,95.0,1.6,8.0
160, 7,1600.0,1.0,95.0,1.2,5.9
161, 7,1700.0,1.0,95.0,2.7,4.7
162, 7,1800.0,1.0,95.0,1.7,2.7
163, 7,1900.0,1.0,95.0,1.0,2.3
164, 7,2000.0,2.0,95.0,1.1,1.6
165, 7,2100.0,2.0,95.0,1.0,1.5
166, 7,2200.0,0.0,95.0,0.0,1.7
167, 7,2300.0,0.0,95.0,0.0,2.3
168, 8,0.0,0.0,93.0,0.0,2.9
169, 8,100.0,0.0,88.0,0.0,3.2
170, 8,200.0,0.0,87.0,0.0,3.3
171, 8,300.0,0.0,85.0,0.0,3.4
172, 8,400.0,0.0,82.0,0.0,3.7
173, 8,500.0,0.0,79.0,0.0,3.9
174, 8,600.0,0.0,80.0,0.0,3.9
175, 8,700.0,0.0,81.0,0.0,3.9
176, 8,800.0,0.0,84.0,0.0,2.9
177, 8,900.0,0.0,82.0,0.0,2.2
178, 8,1000.0,0.0,83.0,0.0,1.1
179, 8,1100.0,0.0,79.0,0.0,0.1
180, 8,1200.0,0.0,81.0,0.0,0.0
181, 8,1300.0,0.0,75.0,0.0,-0.2
182, 8,1400.0,0.0,71.0,0.0,-0.3
183, 8,1500.0,0.0,70.0,0.0,-0.4
184, 8,1600.0,0.0,71.0,0.0,-0.4
185, 8,1700.0,0.0,70.0,0.0,-0.5
186, 8,1800.0,0.0,73.0,0.0,-0.7
187, 8,1900.0,0.0,71.0,0.0,-1.0
188, 8,2000.0,0.0,72.0,0.0,-1.9
189, 8,2100.0,0.0,74.0,0.0,-2.4
190, 8,2200.0,0.0,75.0,0.0,-2.7
191, 8,2300.0,0.0,72.0,0.0,-2.5
192, 9,0.0,0.0,65.0,0.0,-1.8
193, 9,100.0,0.0,60.0,0.0,-1.3
194, 9,200.0,0.0,56.0,0.0,-0.4
195, 9,300.0,0.0,52.0,0.0,0.5
196, 9,400.0,0.0,52.0,0.0,1.1
197, 9,500.0,0.0,49.0,0.0,1.7
198, 9,600.0,0.0,50.0,0.0,1.6
199, 9,700.0,0.0,57.0,0.0,0.3
200, 9,800.0,0.0,60.0,0.0,-0.4
201, 9,900.0,0.0,62.0,0.0,-0.9
202, 9,1000.0,0.0,64.0,0.0,-1.3
203, 9,1100.0,0.0,68.0,0.0,-1.8
204, 9,1200.0,0.0,69.0,0.0,-2.3
205, 9,1300.0,0.0,73.0,0.0,-2.7
206, 9,1400.0,0.0,76.0,0.0,-3.0
207, 9,1500.0,0.0,78.0,0.0,-3.2
208, 9,1600.0,0.0,75.0,0.0,-3.5
209, 9,1700.0,0.0,79.0,0.0,-3.6
210, 9,1800.0,0.0,82.0,0.0,-3.9
211, 9,1900.0,0.0,77.0,0.0,-4.2
212, 9,2000.0,0.0,79.0,0.0,-4.1
213, 9,2100.0,0.0,78.0,0.0,-3.8
214, 9,2200.0,0.0,78.0,0.0,-3.6
215, 9,2300.0,0.0,72.0,0.0,-2.6
216, 10,0.0,0.0,65.0,0.0,-1.2
217, 10,100.0,0.0,62.0,0.0,0.5
218, 10,200.0,0.0,55.0,0.0,2.1
219, 10,300.0,0.0,49.0,0.0,2.5
220, 10,400.0,0.0,43.0,0.0,3.1
221, 10,500.0,0.0,42.0,0.0,3.9
222, 10,600.0,0.0,40.0,0.0,3.8
223, 10,700.0,0.0,42.0,0.0,2.3
224, 10,800.0,0.0,51.0,0.0,1.6
225, 10,900.0,0.0,60.0,0.0,0.9
226, 10,1000.0,0.0,64.0,0.0,0.3
227, 10,1100.0,0.0,59.0,0.0,0.0
228, 10,1200.0,0.0,64.0,0.0,-0.4
229, 10,1300.0,0.0,63.0,0.0,-0.9
230, 10,1400.0,0.0,66.0,0.0,-1.1
231, 10,1500.0,0.0,71.0,0.0,-1.4
232, 10,1600.0,0.0,74.0,0.0,-1.7
233, 10,1700.0,0.0,71.0,0.0,-1.8
234, 10,1800.0,0.0,75.0,0.0,-2.2
235, 10,1900.0,0.0,71.0,0.0,-1.7
236, 10,2000.0,0.0,74.0,0.0,-1.7
237, 10,2100.0,0.0,77.0,0.0,-2.0
238, 10,2200.0,0.0,81.0,0.0,-2.5
239, 10,2300.0,0.0,75.0,0.0,-2.0
240, 11,0.0,0.0,66.0,0.0,0.2
241, 11,100.0,0.0,62.0,0.0,1.3
242, 11,200.0,0.0,50.0,0.0,2.8
243, 11,300.0,0.0,45.0,0.0,3.5
244, 11,400.0,0.0,38.0,0.0,3.6
245, 11,500.0,0.0,42.0,0.0,3.6
246, 11,600.0,0.0,46.0,0.0,3.4
247, 11,700.0,0.0,53.0,0.0,1.8
248, 11,800.0,0.0,51.0,0.0,0.8
249, 11,900.0,0.0,54.0,0.0,0.1
250, 11,1000.0,0.0,55.0,0.0,0.0
251, 11,1100.0,0.0,56.0,0.0,-0.2
252, 11,1200.0,0.0,61.0,0.0,-0.8
253, 11,1300.0,0.0,65.0,0.0,-1.1
254, 11,1400.0,0.0,67.0,0.0,-1.3
255, 11,1500.0,0.0,68.0,0.0,-1.4
256, 11,1600.0,0.0,66.0,0.0,-1.6
257, 11,1700.0,0.0,68.0,0.0,-1.9
258, 11,1800.0,0.0,74.0,0.0,-2.3
259, 11,1900.0,0.0,73.0,0.0,-2.7
260, 11,2000.0,0.0,73.0,0.0,-3.2
261, 11,2100.0,0.0,70.0,0.0,-3.0
262, 11,2200.0,0.0,72.0,0.0,-3.2
263, 11,2300.0,0.0,67.0,0.0,-2.7
264, 12,0.0,0.0,63.0,0.0,-1.5
265, 12,100.0,0.0,52.0,0.0,-0.2
266, 12,200.0,0.0,45.0,0.0,0.5
267, 12,300.0,0.0,42.0,0.0,1.6
268, 12,400.0,0.0,42.0,0.0,1.9
269, 12,500.0,0.0,40.0,0.0,2.6
270, 12,600.0,0.0,45.0,0.0,2.3
271, 12,700.0,0.0,55.0,0.0,0.6
272, 12,800.0,0.0,62.0,0.0,0.0
273, 12,900.0,0.0,62.0,0.0,-0.4
274, 12,1000.0,0.0,62.0,0.0,-0.8
275, 12,1100.0,0.0,63.0,0.0,-0.9
276, 12,1200.0,0.0,64.0,0.0,-1.4
277, 12,1300.0,0.0,74.0,0.0,-1.9
278, 12,1400.0,0.0,71.0,0.0,-1.9
279, 12,1500.0,0.0,72.0,0.0,-2.5
280, 12,1600.0,0.0,72.0,0.0,-3.2
281, 12,1700.0,0.0,72.0,0.0,-3.8
282, 12,1800.0,0.0,73.0,0.0,-4.2
283, 12,1900.0,0.0,74.0,0.0,-4.3
284, 12,2000.0,0.0,74.0,0.0,-4.4
285, 12,2100.0,0.0,69.0,0.0,-4.0
286, 12,2200.0,0.0,71.0,0.0,-3.7
287, 12,2300.0,0.0,63.0,0.0,-3.7
288, 13,0.0,0.0,55.0,0.0,-2.6
289, 13,100.0,0.0,52.0,0.0,-2.1
290, 13,200.0,0.0,41.0,0.0,-1.6
291, 13,300.0,0.0,36.0,0.0,-0.2
292, 13,400.0,0.0,34.0,0.0,0.0
293, 13,500.0,0.0,32.0,0.0,0.0
294, 13,600.0,0.0,30.0,0.0,-0.1
295, 13,700.0,0.0,32.0,0.0,-1.2
296, 13,800.0,0.0,35.0,0.0,-2.0
297, 13,900.0,0.0,39.0,0.0,-2.3
298, 13,1000.0,0.0,37.0,0.0,-2.8
299, 13,1100.0,0.0,37.0,0.0,-3.1
300, 13,1200.0,0.0,42.0,0.0,-3.5
301, 13,1300.0,0.0,43.0,0.0,-4.0
302, 13,1400.0,0.0,47.0,0.0,-4.3
303, 13,1500.0,0.0,50.0,0.0,-4.2
304, 13,1600.0,0.0,54.0,0.0,-4.5
305, 13,1700.0,0.0,58.0,0.0,-4.6
306, 13,1800.0,0.0,62.0,0.0,-5.0
307, 13,1900.0,0.0,60.0,0.0,-5.3
308, 13,2000.0,0.0,62.0,0.0,-5.4
309, 13,2100.0,0.0,60.0,0.0,-5.4
310, 13,2200.0,0.0,59.0,0.0,-5.4
311, 13,2300.0,0.0,56.0,0.0,-4.3
312, 14,0.0,0.0,49.0,0.0,-2.9
313, 14,100.0,0.0,37.0,0.0,-0.7
314, 14,200.0,0.0,32.0,0.0,0.6
315, 14,300.0,0.0,30.0,0.0,1.4
316, 14,400.0,0.0,30.0,0.0,2.6
317, 14,500.0,0.0,30.0,0.0,2.2
318, 14,600.0,0.0,21.0,0.0,1.6
319, 14,700.0,0.0,24.0,0.0,0.6
320, 14,800.0,0.0,29.0,0.0,-0.3
321, 14,900.0,0.0,31.0,0.0,-1.0
322, 14,1000.0,0.0,42.0,0.0,-1.8
323, 14,1100.0,0.0,46.0,0.0,-2.4
324, 14,1200.0,0.0,47.0,0.0,-3.1
325, 14,1300.0,0.0,45.0,0.0,-3.4
326, 14,1400.0,0.0,48.0,0.0,-3.8
327, 14,1500.0,0.0,52.0,0.0,-4.3
328, 14,1600.0,0.0,53.0,0.0,-4.8
329, 14,1700.0,0.0,56.0,0.0,-4.9
330, 14,1800.0,0.0,59.0,0.0,-5.3
331, 14,1900.0,0.0,62.0,0.0,-5.5
332, 14,2000.0,0.0,60.0,0.0,-5.8
333, 14,2100.0,0.0,59.0,0.0,-6.2
334, 14,2200.0,0.0,58.0,0.0,-6.0
335, 14,2300.0,0.0,50.0,0.0,-5.2
336, 15,0.0,0.0,39.0,0.0,-3.2
337, 15,100.0,0.0,29.0,0.0,-1.5
338, 15,200.0,0.0,31.0,0.0,-0.7
339, 15,300.0,0.0,26.0,0.0,0.1
340, 15,400.0,0.0,30.0,0.0,0.6
341, 15,500.0,0.0,28.0,0.0,2.1
342, 15,600.0,0.0,27.0,0.0,1.8
343, 15,700.0,0.0,31.0,0.0,0.4
344, 15,800.0,0.0,36.0,0.0,-0.7
345, 15,900.0,0.0,42.0,0.0,-1.1
346, 15,1000.0,0.0,46.0,0.0,-1.5
347, 15,1100.0,0.0,49.0,0.0,-2.0
348, 15,1200.0,0.0,51.0,0.0,-2.7
349, 15,1300.0,0.0,41.0,0.0,-2.9
350, 15,1400.0,0.0,46.0,0.0,-3.2
351, 15,1500.0,0.0,47.0,0.0,-3.9
352, 15,1600.0,0.0,47.0,0.0,-4.2
353, 15,1700.0,0.0,54.0,0.0,-4.5
354, 15,1800.0,0.0,53.0,0.0,-5.1
355, 15,1900.0,0.0,52.0,0.0,-4.8
356, 15,2000.0,0.0,55.0,0.0,-4.9
357, 15,2100.0,0.0,54.0,0.0,-5.0
358, 15,2200.0,0.0,57.0,0.0,-5.4
359, 15,2300.0,0.0,50.0,0.0,-4.2
360, 16,0.0,0.0,40.0,0.0,-2.5
361, 16,100.0,0.0,33.0,0.0,-0.6
362, 16,200.0,0.0,30.0,0.0,0.7
363, 16,300.0,0.0,26.0,0.0,2.3
364, 16,400.0,0.0,26.0,0.0,2.5
365, 16,500.0,0.0,25.0,0.0,2.5
366, 16,600.0,0.0,29.0,0.0,2.5
367, 16,700.0,0.0,32.0,0.0,1.3
368, 16,800.0,0.0,35.0,0.0,0.4
369, 16,900.0,0.0,39.0,0.0,0.0
370, 16,1000.0,0.0,43.0,0.0,-0.5
371, 16,1100.0,0.0,48.0,0.0,-1.3
372, 16,1200.0,0.0,51.0,0.0,-1.6
373, 16,1300.0,0.0,52.0,0.0,-2.2
374, 16,1400.0,0.0,54.0,0.0,-2.3
375, 16,1500.0,0.0,53.0,0.0,-2.7
376, 16,1600.0,0.0,56.0,0.0,-2.8
377, 16,1700.0,0.0,51.0,0.0,-3.1
378, 16,1800.0,0.0,54.0,0.0,-3.6
379, 16,1900.0,0.0,56.0,0.0,-3.9
380, 16,2000.0,0.0,57.0,0.0,-4.4
381, 16,2100.0,0.0,58.0,0.0,-4.6
382, 16,2200.0,0.0,55.0,0.0,-4.5
383, 16,2300.0,0.0,51.0,0.0,-3.6
384, 17,0.0,0.0,39.0,0.0,-1.4
385, 17,100.0,0.0,34.0,0.0,0.4
386, 17,200.0,0.0,34.0,0.0,2.4
387, 17,300.0,0.0,33.0,0.0,3.6
388, 17,400.0,0.0,30.0,0.0,4.2
389, 17,500.0,0.0,27.0,0.0,4.5
390, 17,600.0,0.0,31.0,0.0,4.0
391, 17,700.0,0.0,32.0,0.0,2.6
392, 17,800.0,0.0,34.0,0.0,1.5
393, 17,900.0,0.0,39.0,0.0,0.9
394, 17,1000.0,0.0,44.0,0.0,0.4
395, 17,1100.0,0.0,47.0,0.0,-0.2
396, 17,1200.0,0.0,48.0,0.0,-0.3
397, 17,1300.0,0.0,48.0,0.0,-0.3
398, 17,1400.0,0.0,54.0,0.0,-0.9
399, 17,1500.0,0.0,57.0,0.0,-1.3
400, 17,1600.0,0.0,64.0,0.0,-1.7
401, 17,1700.0,0.0,62.0,0.0,-2.0
402, 17,1800.0,0.0,61.0,0.0,-2.5
403, 17,1900.0,0.0,59.0,0.0,-2.9
404, 17,2000.0,0.0,63.0,0.0,-3.4
405, 17,2100.0,0.0,62.0,0.0,-3.3
406, 17,2200.0,0.0,69.0,0.0,-4.0
407, 17,2300.0,0.0,59.0,0.0,-2.9
408, 18,0.0,0.0,52.0,0.0,-0.4
409, 18,100.0,0.0,42.0,0.0,1.5
410, 18,200.0,0.0,37.0,0.0,2.8
411, 18,300.0,0.0,34.0,0.0,4.6
412, 18,400.0,0.0,30.0,0.0,5.3
413, 18,500.0,0.0,24.0,0.0,5.6
414, 18,600.0,0.0,19.0,0.0,5.4
415, 18,700.0,0.0,28.0,0.0,3.8
416, 18,800.0,0.0,34.0,0.0,2.5
417, 18,900.0,0.0,38.0,0.0,1.5
418, 18,1000.0,0.0,35.0,0.0,0.9
419, 18,1100.0,0.0,44.0,0.0,0.1
420, 18,1200.0,0.0,50.0,0.0,-0.3
421, 18,1300.0,0.0,55.0,0.0,-0.3
422, 18,1400.0,0.0,60.0,0.0,-0.3
423, 18,1500.0,0.0,60.0,0.0,0.0
424, 18,1600.0,0.0,63.0,0.0,0.0
425, 18,1700.0,0.0,62.0,0.0,0.4
426, 18,1800.0,0.0,63.0,0.0,0.6
427, 18,1900.0,0.0,62.0,0.0,0.3
428, 18,2000.0,0.0,65.0,0.0,0.0
429, 18,2100.0,0.0,65.0,0.0,0.2
430, 18,2200.0,0.0,64.0,0.0,0.5
431, 18,2300.0,3.0,68.0,0.0,1.1
432, 19,0.0,3.0,88.0,0.5,1.2
433, 19,100.0,0.0,72.0,0.1,3.0
434, 19,200.0,0.0,60.0,0.0,4.3
435, 19,300.0,0.0,75.0,0.0,3.6
436, 19,400.0,0.0,61.0,0.0,4.7
437, 19,500.0,0.0,48.0,0.0,5.2
438, 19,600.0,0.0,44.0,0.0,4.7
439, 19,700.0,0.0,53.0,0.0,4.0
440, 19,800.0,0.0,61.0,0.0,3.2
441, 19,900.0,0.0,62.0,0.0,2.6
442, 19,1000.0,0.0,61.0,0.0,2.1
443, 19,1100.0,0.0,61.0,0.0,1.6
444, 19,1200.0,0.0,65.0,0.0,1.0
445, 19,1300.0,0.0,71.0,0.0,0.3
446, 19,1400.0,0.0,72.0,0.0,-0.1
447, 19,1500.0,0.0,72.0,0.0,-0.5
448, 19,1600.0,0.0,65.0,0.0,-0.8
449, 19,1700.0,0.0,58.0,0.0,-0.2
450, 19,1800.0,0.0,56.0,0.0,0.1
451, 19,1900.0,0.0,62.0,0.0,-0.1
452, 19,2000.0,0.0,60.0,0.0,-0.5
453, 19,2100.0,0.0,59.0,0.0,-0.3
454, 19,2200.0,0.0,61.0,0.0,-0.6
455, 19,2300.0,0.0,57.0,0.0,0.0
456, 20,0.0,0.0,48.0,0.0,0.8
457, 20,100.0,0.0,33.0,0.0,2.5
458, 20,200.0,0.0,24.0,0.0,3.9
459, 20,300.0,0.0,30.0,0.0,5.2
460, 20,400.0,0.0,38.0,0.0,5.2
461, 20,500.0,0.0,47.0,0.0,4.7
462, 20,600.0,0.0,51.0,0.0,4.8
463, 20,700.0,0.0,39.0,0.0,3.8
464, 20,800.0,0.0,42.0,0.0,2.4
465, 20,900.0,0.0,43.0,0.0,0.5
466, 20,1000.0,0.0,40.0,0.0,-0.8
467, 20,1100.0,0.0,43.0,0.0,-1.8
468, 20,1200.0,0.0,44.0,0.0,-2.4
469, 20,1300.0,0.0,44.0,0.0,-3.1
470, 20,1400.0,0.0,42.0,0.0,-3.0
471, 20,1500.0,0.0,46.0,0.0,-3.2
472, 20,1600.0,0.0,47.0,0.0,-3.2
473, 20,1700.0,0.0,50.0,0.0,-4.2
474, 20,1800.0,0.0,51.0,0.0,-4.7
475, 20,1900.0,0.0,55.0,0.0,-5.1
476, 20,2000.0,0.0,52.0,0.0,-5.2
477, 20,2100.0,0.0,51.0,0.0,-5.2
478, 20,2200.0,0.0,54.0,0.0,-5.5
479, 20,2300.0,0.0,41.0,0.0,-3.8
480, 21,0.0,0.0,35.0,0.0,-1.4
481, 21,100.0,0.0,31.0,0.0,0.5
482, 21,200.0,0.0,29.0,0.0,1.8
483, 21,300.0,0.0,26.0,0.0,3.7
484, 21,400.0,0.0,20.0,0.0,4.4
485, 21,500.0,0.0,21.0,0.0,5.3
486, 21,600.0,0.0,21.0,0.0,5.4
487, 21,700.0,0.0,25.0,0.0,4.0
488, 21,800.0,0.0,29.0,0.0,2.3
489, 21,900.0,0.0,33.0,0.0,1.4
490, 21,1000.0,0.0,32.0,0.0,1.0
491, 21,1100.0,0.0,32.0,0.0,0.8
492, 21,1200.0,0.0,37.0,0.0,0.0
493, 21,1300.0,0.0,42.0,0.0,0.0
494, 21,1400.0,0.0,38.0,0.0,0.1
495, 21,1500.0,0.0,41.0,0.0,0.0
496, 21,1600.0,0.0,41.0,0.0,0.0
497, 21,1700.0,0.0,38.0,0.0,0.1
498, 21,1800.0,0.0,36.0,0.0,0.5
499, 21,1900.0,0.0,37.0,0.0,0.3
500, 21,2000.0,0.0,36.0,0.0,0.6
501, 21,2100.0,0.0,37.0,0.0,0.6
502, 21,2200.0,0.0,34.0,0.0,0.8
503, 21,2300.0,0.0,33.0,0.0,1.1
504, 22,0.0,0.0,31.0,0.0,2.3
505, 22,100.0,0.0,30.0,0.0,3.0
506, 22,200.0,0.0,25.0,0.0,4.5
507, 22,300.0,0.0,25.0,0.0,5.2
508, 22,400.0,0.0,24.0,0.0,6.9
509, 22,500.0,0.0,26.0,0.0,7.7
510, 22,600.0,0.0,29.0,0.0,7.3
511, 22,700.0,0.0,34.0,0.0,6.2
512, 22,800.0,0.0,38.0,0.0,4.9
513, 22,900.0,0.0,41.0,0.0,3.8
514, 22,1000.0,0.0,43.0,0.0,3.3
515, 22,1100.0,0.0,44.0,0.0,2.9
516, 22,1200.0,0.0,50.0,0.0,2.5
517, 22,1300.0,0.0,48.0,0.0,2.3
518, 22,1400.0,0.0,45.0,0.0,2.7
519, 22,1500.0,0.0,49.0,0.0,2.6
520, 22,1600.0,0.0,46.0,0.0,2.5
521, 22,1700.0,0.0,47.0,0.0,2.3
522, 22,1800.0,0.0,52.0,0.0,1.9
523, 22,1900.0,0.0,49.0,0.0,1.4
524, 22,2000.0,0.0,52.0,0.0,0.8
525, 22,2100.0,0.0,54.0,0.0,0.2
526, 22,2200.0,0.0,57.0,0.0,0.0
527, 22,2300.0,0.0,50.0,0.0,0.8
528, 23,0.0,0.0,42.0,0.0,3.8
529, 23,100.0,0.0,37.0,0.0,5.9
530, 23,200.0,0.0,35.0,0.0,8.3
531, 23,300.0,0.0,37.0,0.0,8.9
532, 23,400.0,0.0,33.0,0.0,9.6
533, 23,500.0,0.0,35.0,0.0,9.5
534, 23,600.0,0.0,37.0,0.0,9.1
