, format: day,hour,precipitation_form,humidity,precipitation,temperature
2134, 29,2000.0,0.0,68.0,0.0,4.5
2135, 29,2100.0,0.0,66.0,0.0,4.6
2136, 29,2200.0,0.0,49.0,0.0,6.6
2137, 29,2300.0,0.0,35.0,0.0,9.1
2138, 30,0.0,0.0,29.0,0.0,10.9
2139, 30,100.0,0.0,26.0,0.0,12.9
2140, 30,200.0,0.0,22.0,0.0,14.0
2141, 30,300.0,0.0,17.0,0.0,15.1
2142, 30,400.0,0.0,16.0,0.0,15.4
2143, 30,500.0,0.0,18.0,0.0,16.700001
2144, 30,600.0,0.0,21.0,0.0,16.799999
2145, 30,700.0,0.0,26.0,0.0,15.7
2146, 30,800.0,0.0,30.0,0.0,13.7
2147, 30,900.0,0.0,31.0,0.0,11.3
2148, 30,1000.0,0.0,32.0,0.0,10.2
2149, 30,1100.0,0.0,32.0,0.0,9.2
2150, 30,1200.0,0.0,36.0,0.0,8.5
2151, 30,1300.0,0.0,43.0,0.0,7.9
2152, 30,1400.0,0.0,47.0,0.0,7.3
2153, 30,1500.0,0.0,49.0,0.0,6.7
2154, 30,1600.0,0.0,48.0,0.0,6.4
2155, 30,1700.0,0.0,46.0,0.0,5.8
2156, 30,1800.0,0.0,47.0,0.0,5.8
2157, 30,1900.0,0.0,53.0,0.0,5.4
2158, 30,2000.0,0.0,55.0,0.0,4.9
2159, 30,2100.0,0.0,51.0,0.0,5.0
2160, 30,2200.0,0.0,44.0,0.0,7.3
2161, 30,2300.0,0.0,37.0,0.0,10.3
2162, 31,0.0,0.0,30.0,0.0,12.8
2163, 31,100.0,0.0,24.0,0.0,15.2
2164, 31,200.0,0.0,21.0,0.0,16.799999
2165, 31,300.0,0.0,17.0,0.0,17.700001
2166, 31,400.0,0.0,21.0,0.0,18.200001
2167, 31,500.0,0.0,22.0,0.0,17.9
2168, 31,600.0,0.0,20.0,0.0,17.4
2169, 31,700.0,0.0,27.0,0.0,16.4
2170, 31,800.0,0.0,27.0,0.0,15.0
2171, 31,900.0,0.0,27.0,0.0,13.8
2172, 31,1000.0,0.0,29.0,0.0,13.0
2173, 31,1100.0,0.0,28.0,0.0,12.7
2174, 31,1200.0,0.0,31.0,0.0,12.2
2175, 31,1300.0,0.0,36.0,0.0,11.9
2176, 31,1400.0,0.0,39.0,0.0,11.5
2177, 31,1500.0,0.0,44.0,0.0,11.1
2178, 31,1600.0,0.0,41.0,0.0,10.9
2179, 31,1700.0,0.0,38.0,0.0,11.0
2180, 31,1800.0,0.0,38.0,0.0,10.5
2181, 31,1900.0,0.0,39.0,0.0,10.0
2182, 31,2000.0,0.0,35.0,0.0,9.7
2183, 31,2100.0,0.0,35.0,0.0,9.3
2184, 31,2200.0,0.0,32.0,0.0,9.8
2185, 31,2300.0,0.0,30.0,0.0,10.7
2186, Start : 20200401 ,,,,,
2187, 1,0.0,0.0,29.0,0.0,11.8
2188, 1,100.0,0.0,26.0,0.0,14.0
2189, 1,200.0,0.0,26.0,0.0,15.8
2190, 1,300.0,0.0,29.0,0.0,17.200001
2191, 1,400.0,0.0,26.0,0.0,17.299999
2192, 1,500.0,0.0,25.0,0.0,16.5
2193, 1,600.0,0.0,20.0,0.0,14.9
2194, 1,700.0,0.0,17.0,0.0,13.9
2195, 1,800.0,0.0,17.0,0.0,12.8
2196, 1,900.0,0.0,28.0,0.0,12.1
2197, 1,1000.0,0.0,51.0,0.0,9.1
2198, 1,1100.0,0.0,53.0,0.0,7.9
2199, 1,1200.0,0.0,55.0,0.0,6.9
2200, 1,1300.0,0.0,56.0,0.0,6.4
2201, 1,1400.0,0.0,56.0,0.0,5.9
2202, 1,1500.0,0.0,58.0,0.0,5.6
2203, 1,1600.0,0.0,60.0,0.0,5.2
2204, 1,1700.0,0.0,62.0,0.0,4.7
2205, 1,1800.0,0.0,62.0,0.0,4.5
2206, 1,1900.0,0.0,65.0,0.0,3.7
2207, 1,2000.0,0.0,68.0,0.0,3.4
2208, 1,2100.0,0.0,65.0,0.0,3.9
2209, 1,2200.0,0.0,54.0,0.0,6.2
2210, 1,2300.0,0.0,45.0,0.0,8.7
2211, 2,0.0,0.0,39.0,0.0,11.0
2212, 2,100.0,0.0,28.0,0.0,12.9
2213, 2,200.0,0.0,23.0,0.0,14.1
2214, 2,300.0,0.0,24.0,0.0,15.5
2215, 2,400.0,0.0,29.0,0.0,15.0
2216, 2,500.0,0.0,16.0,0.0,14.7
2217, 2,600.0,0.0,25.0,0.0,14.5
2218, 2,700.0,0.0,18.0,0.0,13.0
2219, 2,800.0,0.0,17.0,0.0,12.2
2220, 2,900.0,0.0,33.0,0.0,10.8
2221, 2,1000.0,0.0,35.0,0.0,9.8
2222, 2,1100.0,0.0,38.0,0.0,9.1
2223, 2,1200.0,0.0,46.0,0.0,8.4
2224, 2,1300.0,0.0,53.0,0.0,7.8
2225, 2,1400.0,0.0,55.0,0.0,7.2
2226, 2,1500.0,0.0,59.0,0.0,6.7
2227, 2,1600.0,0.0,61.0,0.0,6.0
2228, 2,1700.0,0.0,69.0,0.0,5.9
2229, 2,1800.0,0.0,80.0,0.0,5.9
2230, 2,1900.0,0.0,81.0,0.0,5.4
2231, 2,2000.0,0.0,81.0,0.0,6.2
2232, 2,2100.0,0.0,77.0,0.0,6.6
2233, 2,2200.0,0.0,68.0,0.0,7.2
2234, 2,2300.0,0.0,60.0,0.0,9.2
2235, 3,0.0,0.0,49.0,0.0,11.0
2236, 3,100.0,0.0,44.0,0.0,12.8
2237, 3,200.0,0.0,36.0,0.0,13.7
2238, 3,300.0,0.0,29.0,0.0,15.2
2239, 3,400.0,0.0,24.0,0.0,15.6
2240, 3,500.0,0.0,26.0,0.0,15.8
2241, 3,600.0,0.0,27.0,0.0,15.3
2242, 3,700.0,0.0,26.0,0.0,14.1
2243, 3,800.0,0.0,39.0,0.0,12.5
2244, 3,900.0,0.0,45.0,0.0,11.1
2245, 3,1000.0,0.0,46.0,0.0,10.3
2246, 3,1100.0,0.0,49.0,0.0,9.4
2247, 3,1200.0,0.0,60.0,0.0,8.7
2248, 3,1300.0,0.0,66.0,0.0,8.2
2249, 3,1400.0,0.0,72.0,0.0,7.7
2250, 3,1500.0,0.0,76.0,0.0,7.5
2251, 3,1600.0,0.0,78.0,0.0,7.3
2252, 3,1700.0,0.0,80.0,0.0,7.4
2253, 3,1800.0,0.0,80.0,0.0,7.2
2254, 3,1900.0,0.0,81.0,0.0,7.1
2255, 3,2000.0,0.0,84.0,0.0,6.9
2256, 3,2100.0,0.0,82.0,0.0,7.3
2257, 3,2200.0,0.0,74.0,0.0,8.1
2258, 3,2300.0,0.0,39.0,0.0,9.1
2259, 4,0.0,0.0,26.0,0.0,10.0
2260, 4,100.0,0.0,19.0,0.0,10.8
2261, 4,200.0,0.0,14.0,0.0,11.8
2262, 4,300.0,0.0,15.0,0.0,12.4
2263, 4,400.0,0.0,14.0,0.0,12.6
2264, 4,500.0,0.0,13.0,0.0,13.0
2265, 4,600.0,0.0,11.0,0.0,12.5
2266, 4,700.0,0.0,11.0,0.0,11.5
2267, 4,800.0,0.0,12.0,0.0,10.4
2268, 4,900.0,0.0,13.0,0.0,9.0
2269, 4,1000.0,0.0,13.0,0.0,8.2
2270, 4,1100.0,0.0,13.0,0.0,7.7
2271, 4,1200.0,0.0,17.0,0.0,6.7
2272, 4,1300.0,0.0,20.0,0.0,5.8
2273, 4,1400.0,0.0,21.0,0.0,4.8
2274, 4,1500.0,0.0,23.0,0.0,4.1
2275, 4,1600.0,0.0,23.0,0.0,3.8
2276, 4,1700.0,0.0,20.0,0.0,3.4
2277, 4,1800.0,0.0,21.0,0.0,2.9
2278, 4,1900.0,0.0,23.0,0.0,2.7
2279, 4,2000.0,0.0,24.0,0.0,1.9
2280, 4,2100.0,0.0,24.0,0.0,2.1
2281, 4,2200.0,0.0,18.0,0.0,3.6
2282, 4,2300.0,0.0,18.0,0.0,5.3
2283, 5,0.0,0.0,14.0,0.0,7.3
2284, 5,100.0,0.0,15.0,0.0,8.9
2285, 5,200.0,0.0,15.0,0.0,10.2
2286, 5,300.0,0.0,14.0,0.0,10.8
2287, 5,400.0,0.0,13.0,0.0,12.1
2288, 5,500.0,0.0,14.0,0.0,13.6
2289, 5,600.0,0.0,19.0,0.0,13.0
2290, 5,700.0,0.0,28.0,0.0,11.8
2291, 5,800.0,0.0,32.0,0.0,11.0
2292, 5,900.0,0.0,41.0,0.0,9.1
2293, 5,1000.0,0.0,52.0,0.0,8.1
2294, 5,1100.0,0.0,57.0,0.0,7.2
2295, 5,1200.0,0.0,61.0,0.0,6.5
2296, 5,1300.0,0.0,62.0,0.0,6.0
2297, 5,1400.0,0.0,59.0,0.0,5.8
2298, 5,1500.0,0.0,61.0,0.0,5.5
2299, 5,1600.0,0.0,56.0,0.0,4.9
2300, 5,1700.0,0.0,47.0,0.0,4.6
2301, 5,1800.0,0.0,50.0,0.0,3.8
2302, 5,1900.0,0.0,49.0,0.0,3.4
2303, 5,2000.0,0.0,52.0,0.0,3.0
2304, 5,2100.0,0.0,54.0,0.0,3.2
2305, 5,2200.0,0.0,53.0,0.0,5.9
2306, 5,2300.0,0.0,43.0,0.0,8.9
2307, 6,0.0,0.0,35.0,0.0,11.0
2308, 6,100.0,0.0,27.0,0.0,13.0
2309, 6,200.0,0.0,24.0,0.0,14.7
2310, 6,300.0,0.0,20.0,0.0,15.7
2311, 6,400.0,0.0,22.0,0.0,15.8
2312, 6,500.0,0.0,24.0,0.0,14.7
2313, 6,600.0,0.0,24.0,0.0,14.3
2314, 6,700.0,0.0,23.0,0.0,13.0
2315, 6,800.0,0.0,24.0,0.0,11.2
2316, 6,900.0,0.0,28.0,0.0,10.1
2317, 6,1000.0,0.0,32.0,0.0,9.5
2318, 6,1100.0,0.0,37.0,0.0,9.1
2319, 6,1200.0,0.0,41.0,0.0,8.9
2320, 6,1300.0,0.0,49.0,0.0,8.4
2321, 6,1400.0,0.0,59.0,0.0,8.0
2322, 6,1500.0,0.0,67.0,0.0,7.5
2323, 6,1600.0,0.0,70.0,0.0,7.2
2324, 6,1700.0,0.0,75.0,0.0,6.5
2325, 6,1800.0,0.0,78.0,0.0,6.2
2326, 6,1900.0,0.0,80.0,0.0,6.4
2327, 6,2000.0,0.0,80.0,0.0,7.1
2328, 6,2100.0,0.0,79.0,0.0,7.2
2329, 6,2200.0,0.0,76.0,0.0,7.8
2330, 6,2300.0,0.0,72.0,0.0,8.9
2331, 7,0.0,0.0,63.0,0.0,11.3
2332, 7,100.0,0.0,56.0,0.0,12.8
2333, 7,200.0,0.0,50.0,0.0,14.6
2334, 7,300.0,0.0,44.0,0.0,15.8
2335, 7,400.0,0.0,39.0,0.0,16.799999
2336, 7,500.0,0.0,43.0,0.0,16.4
2337, 7,600.0,0.0,38.0,0.0,15.7
2338, 7,700.0,0.0,40.0,0.0,15.1
2339, 7,800.0,0.0,49.0,0.0,13.4
2340, 7,900.0,0.0,61.0,0.0,11.4
2341, 7,1000.0,0.0,54.0,0.0,10.4
2342, 7,1100.0,0.0,53.0,0.0,9.5
2343, 7,1200.0,0.0,51.0,0.0,8.9
2344, 7,1300.0,0.0,34.0,0.0,8.4
2345, 7,1400.0,0.0,31.0,0.0,8.0
2346, 7,1500.0,0.0,31.0,0.0,7.5
2347, 7,1600.0,0.0,34.0,0.0,6.9
2348, 7,1700.0,0.0,35.0,0.0,6.6
2349, 7,1800.0,0.0,39.0,0.0,5.9
2350, 7,1900.0,0.0,40.0,0.0,5.6
2351, 7,2000.0,0.0,42.0,0.0,5.4
2352, 7,2100.0,0.0,41.0,0.0,5.6
2353, 7,2200.0,0.0,29.0,0.0,6.8
2354, 7,2300.0,0.0,24.0,0.0,8.4
2355, 8,0.0,0.0,15.0,0.0,9.9
2356, 8,100.0,0.0,15.0,0.0,10.8
2357, 8,200.0,0.0,16.0,0.0,11.6
2358, 8,300.0,0.0,15.0,0.0,13.0
2359, 8,400.0,0.0,13.0,0.0,13.5
2360, 8,500.0,0.0,14.0,0.0,13.9
2361, 8,600.0,0.0,14.0,0.0,14.0
2362, 8,700.0,0.0,15.0,0.0,13.9
2363, 8,800.0,0.0,16.0,0.0,12.8
2364, 8,900.0,0.0,21.0,0.0,11.3
2365, 8,1000.0,0.0,25.0,0.0,10.1
2366, 8,1100.0,0.0,28.0,0.0,9.3
2367, 8,1200.0,0.0,30.0,0.0,8.5
2368, 8,1300.0,0.0,32.0,0.0,7.9
2369, 8,1400.0,0.0,33.0,0.0,7.4
2370, 8,1500.0,0.0,32.0,0.0,7.0
2371, 8,1600.0,0.0,35.0,0.0,6.5
2372, 8,1700.0,0.0,39.0,0.0,5.5
2373, 8,1800.0,0.0,42.0,0.0,5.0
2374, 8,1900.0,0.0,45.0,0.0,4.5
2375, 8,2000.0,0.0,49.0,0.0,4.4
2376, 8,2100.0,0.0,49.0,0.0,4.9
2377, 8,2200.0,0.0,44.0,0.0,6.5
2378, 8,2300.0,0.0,37.0,0.0,7.6
2379, 9,0.0,0.0,40.0,0.0,9.4
2380, 9,100.0,0.0,35.0,0.0,10.9
2381, 9,200.0,0.0,33.0,0.0,12.2
2382, 9,300.0,0.0,32.0,0.0,13.3
2383, 9,400.0,0.0,31.0,0.0,14.3
2384, 9,500.0,0.0,37.0,0.0,14.4
2385, 9,600.0,0.0,38.0,0.0,13.8
2386, 9,700.0,0.0,42.0,0.0,12.8
2387, 9,800.0,0.0,41.0,0.0,11.6
2388, 9,900.0,0.0,43.0,0.0,10.3
2389, 9,1000.0,0.0,47.0,0.0,9.5
2390, 9,1100.0,0.0,58.0,0.0,8.8
2391, 9,1200.0,0.0,62.0,0.0,8.5
2392, 9,1300.0,0.0,65.0,0.0,7.8
2393, 9,1400.0,0.0,66.0,0.0,7.3
2394, 9,1500.0,0.0,64.0,0.0,7.3
2395, 9,1600.0,0.0,65.0,0.0,7.1
2396, 9,1700.0,0.0,66.0,0.0,6.6
2397, 9,1800.0,0.0,68.0,0.0,6.2
2398, 9,1900.0,0.0,66.0,0.0,5.9
2399, 9,2000.0,0.0,67.0,0.0,5.9
2400, 9,2100.0,0.0,66.0,0.0,6.4
2401, 9,2200.0,0.0,58.0,0.0,8.8
2402, 9,2300.0,0.0,52.0,0.0,11.2
2403, 10,0.0,0.0,46.0,0.0,12.7
2404, 10,100.0,0.0,43.0,0.0,13.7
2405, 10,200.0,0.0,41.0,0.0,13.9
2406, 10,300.0,0.0,38.0,0.0,15.3
2407, 10,400.0,0.0,34.0,0.0,15.7
2408, 10,500.0,0.0,34.0,0.0,16.299999
2409, 10,600.0,0.0,39.0,0.0,16.0
2410, 10,700.0,0.0,42.0,0.0,14.6
2411, 10,800.0,0.0,45.0,0.0,12.9
2412, 10,900.0,0.0,46.0,0.0,11.4
2413, 10,1000.0,0.0,46.0,0.0,10.9
2414, 10,1100.0,0.0,50.0,0.0,10.4
2415, 10,1200.0,0.0,59.0,0.0,9.8
2416, 10,1300.0,0.0,66.0,0.0,9.1
2417, 10,1400.0,0.0,67.0,0.0,8.6
2418, 10,1500.0,0.0,70.0,0.0,8.2
2419, 10,1600.0,0.0,72.0,0.0,7.9
2420, 10,1700.0,0.0,72.0,0.0,7.3
2421, 10,1800.0,0.0,74.0,0.0,6.9
2422, 10,1900.0,0.0,81.0,0.0,6.7
2423, 10,2000.0,0.0,82.0,0.0,6.3
2424, 10,2100.0,0.0,84.0,0.0,6.4
2425, 10,2200.0,0.0,80.0,0.0,7.5
2426, 10,2300.0,0.0,71.0,0.0,9.0
2427, 11,0.0,0.0,61.0,0.0,10.8
2428, 11,100.0,0.0,53.0,0.0,12.4
2429, 11,200.0,0.0,46.0,0.0,13.7
2430, 11,300.0,0.0,44.0,0.0,14.6
2431, 11,400.0,0.0,43.0,0.0,15.8
2432, 11,500.0,0.0,40.0,0.0,15.1
2433, 11,600.0,0.0,44.0,0.0,14.2
2434, 11,700.0,0.0,52.0,0.0,13.4
2435, 11,800.0,0.0,51.0,0.0,11.8
2436, 11,900.0,0.0,56.0,0.0,10.0
2437, 11,1000.0,0.0,60.0,0.0,9.2
2438, 11,1100.0,0.0,69.0,0.0,8.4
2439, 11,1200.0,0.0,73.0,0.0,7.7
2440, 11,1300.0,0.0,78.0,0.0,5.5
2441, 11,1400.0,0.0,77.0,0.0,6.7
2442, 11,1500.0,0.0,78.0,0.0,6.3
2443, 11,1600.0,0.0,80.0,0.0,5.9
2444, 11,1700.0,0.0,84.0,0.0,5.7
2445, 11,1800.0,0.0,85.0,0.0,5.5
2446, 11,1900.0,0.0,83.0,0.0,4.7
2447, 11,2000.0,0.0,84.0,0.0,4.4
2448, 11,2100.0,0.0,83.0,0.0,5.0
2449, 11,2200.0,0.0,71.0,0.0,7.9
2450, 11,2300.0,-1.0,-1.0,-1.0,-50.0
2451, 12,0.0,0.0,49.0,0.0,13.8
2452, 12,100.0,0.0,45.0,0.0,14.7
2453, 12,200.0,0.0,44.0,0.0,14.2
2454, 12,300.0,0.0,46.0,0.0,15.1
2455, 12,400.0,0.0,43.0,0.0,14.9
2456, 12,500.0,0.0,43.0,0.0,14.5
2457, 12,600.0,0.0,40.0,0.0,15.0
2458, 12,700.0,0.0,41.0,0.0,14.5
2459, 12,800.0,0.0,43.0,0.0,12.6
2460, 12,900.0,0.0,47.0,0.0,11.4
2461, 12,1000.0,0.0,53.0,0.0,10.3
2462, 12,1100.0,0.0,55.0,0.0,9.3
2463, 12,1200.0,0.0,58.0,0.0,8.1
2464, 12,1300.0,0.0,59.0,0.0,7.3
2465, 12,1400.0,0.0,56.0,0.0,6.9
2466, 12,1500.0,0.0,53.0,0.0,6.1
2467, 12,1600.0,0.0,57.0,0.0,5.8
2468, 12,1700.0,0.0,61.0,0.0,5.7
2469, 12,1800.0,0.0,61.0,0.0,5.2
2470, 12,1900.0,0.0,60.0,0.0,4.6
2471, 12,2000.0,0.0,62.0,0.0,4.3
2472, 12,2100.0,0.0,61.0,0.0,5.3
2473, 12,2200.0,0.0,55.0,0.0,7.2
2474, 12,2300.0,0.0,39.0,0.0,10.9
2475, 13,0.0,0.0,31.0,0.0,12.7
2476, 13,100.0,0.0,29.0,0.0,14.3
2477, 13,200.0,0.0,24.0,0.0,16.799999
2478, 13,300.0,0.0,21.0,0.0,17.0
2479, 13,400.0,0.0,19.0,0.0,19.0
2480, 13,500.0,0.0,19.0,0.0,19.700001
2481, 13,600.0,0.0,16.0,0.0,20.4
2482, 13,700.0,0.0,17.0,0.0,19.200001
2483, 13,800.0,0.0,17.0,0.0,18.5
2484, 13,900.0,0.0,18.0,0.0,16.6
2485, 13,1000.0,0.0,37.0,0.0,14.5
2486, 13,1100.0,0.0,40.0,0.0,13.3
2487, 13,1200.0,0.0,43.0,0.0,12.3
2488, 13,1300.0,0.0,47.0,0.0,11.5
2489, 13,1400.0,0.0,50.0,0.0,10.7
2490, 13,1500.0,0.0,55.0,0.0,9.9
2491, 13,1600.0,0.0,61.0,0.0,9.7
2492, 13,1700.0,0.0,64.0,0.0,8.9
2493, 13,1800.0,0.0,70.0,0.0,8.4
2494, 13,1900.0,0.0,72.0,0.0,7.8
2495, 13,2000.0,0.0,77.0,0.0,7.7
2496, 13,2100.0,0.0,76.0,0.0,7.9
2497, 13,2200.0,0.0,66.0,0.0,10.2
2498, 13,2300.0,0.0,58.0,0.0,12.1
2499, 14,0.0,0.0,49.0,0.0,14.2
2500, 14,100.0,0.0,45.0,0.0,16.1
2501, 14,200.0,0.0,37.0,0.0,17.5
2502, 14,300.0,0.0,27.0,0.0,18.6
2503, 14,400.0,0.0,27.0,0.0,19.299999
2504, 14,500.0,0.0,27.0,0.0,18.700001
2505, 14,600.0,0.0,24.0,0.0,18.299999
2506, 14,700.0,0.0,27.0,0.0,17.6
2507, 14,800.0,0.0,31.0,0.0,15.9
2508, 14,900.0,0.0,35.0,0.0,14.0
2509, 14,1000.0,0.0,37.0,0.0,13.0
2510, 14,1100.0,0.0,38.0,0.0,12.2
2511, 14,1200.0,0.0,40.0,0.0,11.4
2512, 14,1300.0,0.0,39.0,0.0,11.0
2513, 14,1400.0,0.0,45.0,0.0,10.2
2514, 14,1500.0,0.0,48.0,0.0,9.9
2515, 14,1600.0,0.0,51.0,0.0,9.0
2516, 14,1700.0,0.0,55.0,0.0,8.4
2517, 14,1800.0,0.0,53.0,0.0,8.0
2518, 14,1900.0,0.0,50.0,0.0,7.7
2519, 14,2000.0,0.0,53.0,0.0,7.3
2520, 14,2100.0,0.0,52.0,0.0,7.8
2521, 14,2200.0,0.0,49.0,0.0,9.8
2522, 14,2300.0,0.0,45.0,0.0,12.7
2523, 15,0.0,0.0,38.0,0.0,14.9
2524, 15,100.0,0.0,32.0,0.0,16.700001
2525, 15,200.0,0.0,31.0,0.0,17.6
2526, 15,300.0,0.0,27.0,0.0,19.0
2527, 15,400.0,0.0,27.0,0.0,19.5
2528, 15,500.0,0.0,30.0,0.0,19.9
2529, 15,600.0,0.0,31.0,0.0,18.9
2530, 15,700.0,0.0,29.0,0.0,17.0
2531, 15,800.0,0.0,31.0,0.0,15.6
2532, 15,900.0,0.0,35.0,0.0,14.4
2533, 15,1000.0,0.0,35.0,0.0,13.5
2534, 15,1100.0,0.0,35.0,0.0,12.7
2535, 15,1200.0,0.0,40.0,0.0,12.2
2536, 15,1300.0,0.0,43.0,0.0,11.7
2537, 15,1400.0,0.0,43.0,0.0,11.2
2538, 15,1500.0,0.0,45.0,0.0,10.5
2539, 15,1600.0,0.0,45.0,0.0,10.0
2540, 15,1700.0,0.0,44.0,0.0,9.6
2541, 15,1800.0,0.0,49.0,0.0,9.0
2542, 15,1900.0,0.0,53.0,0.0,9.4
2543, 15,2000.0,0.0,56.0,0.0,9.6
2544, 15,2100.0,0.0,54.0,0.0,10.5
2545, 15,2200.0,0.0,48.0,0.0,12.5
2546, 15,2300.0,0.0,42.0,0.0,15.0
2547, 16,0.0,0.0,38.0,0.0,17.1
2548, 16,100.0,0.0,34.0,0.0,19.1
2549, 16,200.0,0.0,30.0,0.0,20.799999
2550, 16,300.0,0.0,28.0,0.0,22.1
2551, 16,400.0,0.0,25.0,0.0,22.6
2552, 16,500.0,0.0,25.0,0.0,23.299999
2553, 16,600.0,0.0,24.0,0.0,23.299999
2554, 16,700.0,0.0,25.0,0.0,23.0
2555, 16,800.0,0.0,34.0,0.0,19.4
2556, 16,900.0,0.0,36.0,0.0,17.200001
2557, 16,1000.0,0.0,40.0,0.0,16.6
2558, 16,1100.0,0.0,42.0,0.0,15.9
2559, 16,1200.0,0.0,43.0,0.0,15.4
2560, 16,1300.0,0.0,44.0,0.0,15.2
2561, 16,1400.0,0.0,45.0,0.0,14.7
2562, 16,1500.0,0.0,46.0,0.0,14.6
2563, 16,1600.0,1.0,56.0,0.0,15.1
2564, 16,1700.0,0.0,54.0,0.0,14.4
2565, 16,1800.0,0.0,52.0,0.0,14.1
2566, 16,1900.0,0.0,55.0,0.0,13.6
2567, 16,2000.0,1.0,67.0,0.3,12.7
2568, 16,2100.0,0.0,68.0,0.0,12.1
2569, 16,2200.0,0.0,75.0,0.3,11.3
2570, 16,2300.0,1.0,84.0,0.5,10.6
2571, 17,0.0,0.0,84.0,0.1,10.5
2572, 17,100.0,0.0,81.0,0.0,11.0
2573, 17,200.0,0.0,78.0,0.0,11.9
2574, 17,300.0,1.0,88.0,3.7,11.6
2575, 17,400.0,1.0,90.0,1.5,12.1
2576, 17,500.0,0.0,87.0,0.1,13.2
2577, 17,600.0,0.0,86.0,0.0,13.5
2578, 17,700.0,0.0,84.0,0.0,13.7
2579, 17,800.0,0.0,82.0,0.0,13.4
2580, 17,900.0,0.0,83.0,0.0,12.5
2581, 17,1000.0,0.0,86.0,0.0,11.7
2582, 17,1100.0,0.0,88.0,0.0,11.6
2583, 17,1200.0,0.0,91.0,0.0,11.3
2584, 17,1300.0,0.0,93.0,0.0,11.1
2585, 17,1400.0,0.0,92.0,0.0,11.1
2586, 17,1500.0,0.0,94.0,0.0,10.7
2587, 17,1600.0,0.0,92.0,0.0,10.3
2588, 17,1700.0,0.0,91.0,0.0,10.0
2589, 17,1800.0,0.0,90.0,0.0,9.3
2590, 17,1900.0,0.0,88.0,0.0,9.1
2591, 17,2000.0,0.0,89.0,0.0,8.7
2592, 17,2100.0,0.0,84.0,0.0,8.7
2593, 17,2200.0,0.0,76.0,0.0,10.4
2594, 17,2300.0,0.0,73.0,0.0,11.2
2595, 18,0.0,0.0,61.0,0.0,14.4
2596, 18,100.0,0.0,55.0,0.0,15.1
2597, 18,200.0,0.0,53.0,0.0,16.6
2598, 18,300.0,0.0,47.0,0.0,17.799999
2599, 18,400.0,0.0,46.0,0.0,18.299999
2600, 18,500.0,0.0,46.0,0.0,19.1
2601, 18,600.0,0.0,48.0,0.0,18.5
2602, 18,700.0,0.0,54.0,0.0,17.799999
2603, 18,800.0,0.0,56.0,0.0,16.700001
2604, 18,900.0,0.0,62.0,0.0,15.0
2605, 18,1000.0,0.0,65.0,0.0,13.7
2606, 18,1100.0,0.0,67.0,0.0,12.9
2607, 18,1200.0,0.0,69.0,0.0,12.3
2608, 18,1300.0,0.0,73.0,0.0,12.0
2609, 18,1400.0,0.0,75.0,0.0,11.9
2610, 18,1500.0,0.0,73.0,0.0,11.4
2611, 18,1600.0,0.0,79.0,0.0,11.3
2612, 18,1700.0,0.0,81.0,0.0,11.4
2613, 18,1800.0,0.0,81.0,0.0,11.3
2614, 18,1900.0,0.0,80.0,0.0,11.5
2615, 18,2000.0,0.0,78.0,0.0,11.7
2616, 18,2100.0,0.0,74.0,0.0,12.1
2617, 18,2200.0,0.0,69.0,0.0,13.6
2618, 18,2300.0,0.0,65.0,0.0,14.3
2619, 19,0.0,0.0,61.0,0.0,14.9
2620, 19,100.0,0.0,58.0,0.0,15.1
2621, 19,200.0,0.0,54.0,0.0,15.1
2622, 19,300.0,0.0,52.0,0.0,15.3
2623, 19,400.0,0.0,52.0,0.0,15.3
2624, 19,500.0,1.0,64.0,0.1,14.4
2625, 19,600.0,1.0,75.0,1.5,12.8
2626, 19,700.0,1.0,84.0,2.6,12.0
2627, 19,800.0,1.0,89.0,2.8,11.3
2628, 19,900.0,1.0,91.0,2.0,10.9
2629, 19,1000.0,1.0,93.0,1.0,10.6
2630, 19,1100.0,1.0,91.0,0.3,10.0
2631, 19,1200.0,1.0,89.0,0.0,9.8
2632, 19,1300.0,0.0,87.0,0.0,9.5
2633, 19,1400.0,0.0,86.0,0.0,9.5
2634, 19,1500.0,0.0,84.0,0.0,9.4
2635, 19,1600.0,0.0,84.0,0.0,9.2
2636, 19,1700.0,0.0,84.0,0.0,9.1
2637, 19,1800.0,0.0,83.0,0.0,9.2
2638, 19,1900.0,0.0,84.0,0.0,9.1
2639, 19,2000.0,0.0,83.0,0.0,9.1
2640, 19,2100.0,0.0,80.0,0.0,9.5
2641, 19,2200.0,0.0,78.0,0.0,10.2
2642, 19,2300.0,0.0,76.0,0.0,11.0
2643, 20,0.0,0.0,72.0,0.0,12.1
2644, 20,100.0,0.0,68.0,0.0,12.8
2645, 20,200.0,0.0,68.0,0.0,12.6
2646, 20,300.0,0.0,82.0,0.1,11.0
2647, 20,400.0,0.0,90.0,0.0,10.3
2648, 20,500.0,0.0,82.0,0.0,11.2
2649, 20,600.0,0.0,72.0,0.0,11.9
2650, 20,700.0,0.0,67.0,0.0,11.7
2651, 20,800.0,0.0,68.0,0.0,11.1
2652, 20,900.0,0.0,60.0,0.0,10.4
2653, 20,1000.0,0.0,59.0,0.0,9.5
2654, 20,1100.0,0.0,59.0,0.0,8.8
2655, 20,1200.0,0.0,59.0,0.0,8.3
2656, 20,1300.0,0.0,61.0,0.0,7.8
2657, 20,1400.0,0.0,63.0,0.0,7.6
